Gene,Symbol,casTLE_Effect,casTLE_Score,pvalue,Logpvalue
ENSMUSG00000006262,Mob1b,2.8,1.23,0.114,0.943095149
ENSMUSG00000025147,Mob2,-0.3,0.0979,0.414,0.382999659
ENSMUSG00000003348,Mob3a,-0.1,0.00113,0.589,0.229884705
ENSMUSG00000073910,Mob3b,0,0,0.594,0.226213555
ENSMUSG00000028709,Mob3c,0,0,0.594,0.226213555
ENSMUSG00000025979,Mob4,0,0,0.594,0.226213555
ENSMUSG00000039616,Mocos,5.9,5.19,0.0147,1.832682665
ENSMUSG00000076439,Mog,0.3,0.0746,0.441,0.355561411
ENSMUSG00000062270,Morf4l1,0,0,0.594,0.226213555
ENSMUSG00000078365,Mos,0,0,0.766,0.11577123
ENSMUSG00000015365,Mov10l1,0,0,0.594,0.226213555
ENSMUSG00000028402,Mpdz,0,0,0.594,0.226213555
ENSMUSG00000020287,Mpg,0,0,0.594,0.226213555
ENSMUSG00000030521,Mphosph10,-0.3,0.00187,0.715,0.145693958
ENSMUSG00000031843,Mphosph6,0.9,0.336,0.252,0.598599459
ENSMUSG00000079184,Mphosph8,1,0.32,0.257,0.590066877
ENSMUSG00000038126,Mphosph9,0,0,0.594,0.226213555
ENSMUSG00000032306,Mpi,-0.6,0.257,0.282,0.549750892
ENSMUSG00000006389,Mpl,0.1,0.00241,0.582,0.235077015
ENSMUSG00000009350,Mpo,2.6,2.5,0.0641,1.19314197
ENSMUSG00000021112,Mpp5,0.2,0.014,0.54,0.26760624
ENSMUSG00000016386,Mpped2,-0.3,0.0823,0.428,0.368556231
ENSMUSG00000005417,Mprip,-3.4,0.131,0.563,0.249491605
ENSMUSG00000026471,Mr1,-8.2,0.0913,0.55,0.259637311
ENSMUSG00000031928,Mre11a,0,0,0.594,0.226213555
ENSMUSG00000004996,Mri1,0,0,0.72,0.142667504
ENSMUSG00000064036,Mro,0,0,0.72,0.142667504
ENSMUSG00000036850,Mrpl41,0,0,0.594,0.226213555
ENSMUSG00000030612,Mrpl46,0,0,0.594,0.226213555
ENSMUSG00000044018,Mrpl50,0,0,0.766,0.11577123
ENSMUSG00000030611,Mrps11,0,0,0.594,0.226213555
ENSMUSG00000045948,Mrps12,0,0,0.594,0.226213555
ENSMUSG00000037740,Mrps26,0,0,0.594,0.226213555
ENSMUSG00000031533,Mrps31,0.9,0.277,0.272,0.565431096
ENSMUSG00000040112,Mrps35,0,0,0.594,0.226213555
ENSMUSG00000060679,Mrps9,0,0,0.594,0.226213555
ENSMUSG00000028741,Mrto4,0,0,0.72,0.142667504
ENSMUSG00000024673,Ms4a1,-7.2,1.04,0.247,0.607303047
ENSMUSG00000024680,Ms4a2,-7.2,4.08,0.0254,1.595166283
ENSMUSG00000041124,Msantd4,0,0,0.72,0.142667504
ENSMUSG00000025930,Msc,-3.9,2.45,0.12,0.920818754
ENSMUSG00000047002,Msgn1,0,0,0.72,0.142667504
ENSMUSG00000024151,Msh2,-0.5,0.195,0.315,0.501689446
ENSMUSG00000014850,Msh3,0.7,0.361,0.243,0.614393726
ENSMUSG00000007035,Msh5,-5.4,0.859,0.384,0.415668776
ENSMUSG00000005370,Msh6,0,0,0.594,0.226213555
ENSMUSG00000054256,Msi1,0,0,0.594,0.226213555
ENSMUSG00000069769,Msi2,0,0,0.594,0.226213555
ENSMUSG00000066415,Msl2,-0.1,0.00635,0.704,0.152427341
ENSMUSG00000063011,Msln,0.9,0.663,0.178,0.749579998
ENSMUSG00000031207,Msn,0,0,0.594,0.226213555
ENSMUSG00000054733,Msra,1.6,1.06,0.244,0.612610174
ENSMUSG00000032591,Mst1,-0.3,0.0819,0.428,0.368556231
ENSMUSG00000032584,Mst1r,2.6,1.58,0.164,0.785156152
ENSMUSG00000048450,Msx1,-0.1,0.0293,0.654,0.184422252
ENSMUSG00000021469,Msx2,-4.4,1.8,0.184,0.735182177
ENSMUSG00000021144,Mta1,0,0,0.72,0.142667504
ENSMUSG00000071646,Mta2,0,0,0.594,0.226213555
ENSMUSG00000055817,Mta3,0,0,0.72,0.142667504
ENSMUSG00000062937,Mtap,1.7,0.556,0.33,0.48148606
ENSMUSG00000022369,Mtbp,-0.1,0.00574,0.571,0.243363892
ENSMUSG00000024012,Mtch1,0.4,0.137,0.366,0.436518915
ENSMUSG00000028890,Mtf1,0,0,0.72,0.142667504
ENSMUSG00000029267,Mtf2,-1.5,1.34,0.288,0.540607512
ENSMUSG00000059183,Mtfmt,4,1.44,0.182,0.739928612
ENSMUSG00000005667,Mthfd2,-3.2,0.652,0.309,0.510041521
ENSMUSG00000029009,Mthfr,1.3,0.406,0.23,0.638272164
ENSMUSG00000031816,Mthfsd,0,0,0.72,0.142667504
ENSMUSG00000031337,Mtm1,0.7,0.16,0.488,0.311580178
ENSMUSG00000015214,Mtmr1,-3,1.5,0.174,0.759450752
ENSMUSG00000030522,Mtmr10,0,0,0.766,0.11577123
ENSMUSG00000045934,Mtmr11,0.1,0.00185,0.747,0.126679398
ENSMUSG00000039458,Mtmr12,2.8,0.79,0.285,0.54515514
ENSMUSG00000030269,Mtmr14,-0.5,0.0652,0.585,0.232844134
ENSMUSG00000031918,Mtmr2,-0.2,0.0152,0.694,0.15864053
ENSMUSG00000034354,Mtmr3,-0.4,0.0882,0.554,0.256490235
ENSMUSG00000018401,Mtmr4,-5.3,0.196,0.464,0.333482019
ENSMUSG00000021987,Mtmr6,-0.2,0.011,0.707,0.150580586
ENSMUSG00000039431,Mtmr7,0.8,0.105,0.537,0.270025714
ENSMUSG00000035078,Mtmr9,0.7,0.245,0.436,0.360513511
ENSMUSG00000054764,Mtnr1a,-0.3,0.0418,0.623,0.205511953
ENSMUSG00000050901,Mtnr1b,-0.2,0.011,0.707,0.150580586
ENSMUSG00000028991,Mtor,-0.9,0.355,0.384,0.415668776
ENSMUSG00000029840,Mtpn,-0.2,0.0424,0.635,0.197226275
ENSMUSG00000034617,Mtrr,-7,0.272,0.419,0.377785977
ENSMUSG00000022353,Mtss1,0.6,0.211,0.304,0.517126416
ENSMUSG00000028158,Mttp,-1.8,1.77,0.141,0.850780887
ENSMUSG00000045636,Mtus1,0,0,0.594,0.226213555
ENSMUSG00000029651,Mtus2,0,0,0.594,0.226213555
ENSMUSG00000025515,Muc2,-1.3,0.515,0.339,0.469800302
ENSMUSG00000094840,Muc3a,3.6,5.56,0.0278,1.555955204
ENSMUSG00000037974,Muc5ac,-0.2,0.0456,0.478,0.320572103
ENSMUSG00000020156,Mum1,0,0,0.594,0.226213555
ENSMUSG00000042515,Mum1l1,0,0,0.594,0.226213555
ENSMUSG00000024906,Mus81,0,0,0.594,0.226213555
ENSMUSG00000057280,Musk,0,0,0.766,0.11577123
ENSMUSG00000023921,Mut,-0.2,0.0104,0.708,0.149966742
ENSMUSG00000028687,Mutyh,-0.1,0.0264,0.516,0.287350298
ENSMUSG00000041939,Mvk,0,0,0.766,0.11577123
ENSMUSG00000021485,Mxd3,0,0,0.72,0.142667504
ENSMUSG00000037235,Mxd4,-4.7,0.739,0.408,0.389339837
ENSMUSG00000025025,Mxi1,0.2,0.0959,0.585,0.232844134
ENSMUSG00000019982,Myb,3,1.48,0.0971,1.01278077
ENSMUSG00000025912,Mybl1,0,0,0.594,0.226213555
ENSMUSG00000017861,Mybl2,-0.4,0.094,0.417,0.379863945
ENSMUSG00000033004,Mycbp2,0,0,0.594,0.226213555
ENSMUSG00000028654,Mycl,-0.3,0.116,0.389,0.410050399
ENSMUSG00000037169,Mycn,0,0,0.594,0.226213555
ENSMUSG00000032508,Myd88,0,0,0.594,0.226213555
ENSMUSG00000019579,Mydgf,0.5,0.0755,0.57,0.244125144
ENSMUSG00000027201,Myef2,0,0,0.72,0.142667504
ENSMUSG00000000435,Myf5,2.4,2.58,0.114,0.943095149
ENSMUSG00000035923,Myf6,-0.4,0.318,0.496,0.304518324
ENSMUSG00000018830,Myh11,0,0,0.594,0.226213555
ENSMUSG00000030739,Myh14,-6.3,0.674,0.305,0.515700161
ENSMUSG00000053093,Myh7,0,0,0.766,0.11577123
ENSMUSG00000022443,Myh9,0,0,0.594,0.226213555
ENSMUSG00000034868,Myl12b,-0.3,0.0525,0.605,0.218244625
ENSMUSG00000039824,Myl6b,0,0,0.766,0.11577123
ENSMUSG00000022836,Mylk,4,3.25,0.0397,1.401209493
ENSMUSG00000027470,Mylk2,-6.9,0.435,0.359,0.444905551
ENSMUSG00000031698,Mylk3,-7.1,0.517,0.339,0.469800302
ENSMUSG00000044951,Mylk4,-2.9,3.26,0.0395,1.403402904
ENSMUSG00000037730,Mynn,0,0,0.72,0.142667504
ENSMUSG00000039057,Myo16,1.8,1.26,0.112,0.950781977
ENSMUSG00000072720,Myo18b,0,0,0.594,0.226213555
ENSMUSG00000035441,Myo1d,-0.7,0.12,0.522,0.282329497
ENSMUSG00000025716,Myo3a,-1.3,0.393,0.373,0.428291168
ENSMUSG00000042064,Myo3b,0,0,0.766,0.11577123
ENSMUSG00000033577,Myo6,0,0,0.594,0.226213555
ENSMUSG00000020542,Myocd,-2.7,2.04,0.153,0.815308569
ENSMUSG00000009471,Myod1,0.3,0.000151,0.593,0.226945307
ENSMUSG00000026459,Myog,0.7,0.546,0.446,0.350665141
ENSMUSG00000048481,Mypop,0.2,0.0522,0.624,0.20481541
ENSMUSG00000036098,Myrf,0.1,0.0147,0.684,0.164943898
ENSMUSG00000034057,Myrfl,-0.4,0.353,0.487,0.312471039
ENSMUSG00000010505,Myt1,1.3,1.53,0.24,0.619788758
ENSMUSG00000061911,Myt1l,0,0,0.72,0.142667504
ENSMUSG00000030380,Mzf1,-0.1,0.0371,0.642,0.192464972
ENSMUSG00000031652,N4bp1,-0.4,0.264,0.277,0.557520231
ENSMUSG00000037795,N4bp2,0,0,0.594,0.226213555
ENSMUSG00000041132,N4bp2l1,0,0,0.594,0.226213555
ENSMUSG00000031388,Naa10,0,0,0.594,0.226213555
ENSMUSG00000022020,Naa16,1,0.525,0.45,0.346787486
ENSMUSG00000002881,Nab1,-0.4,0.217,0.526,0.279014256
ENSMUSG00000025402,Nab2,0,0,0.72,0.142667504
ENSMUSG00000061315,Naca,0,0,0.594,0.226213555
ENSMUSG00000001910,Nacc1,0.2,0.0658,0.61,0.214670165
ENSMUSG00000029063,Nadk,0,0,0.766,0.11577123
ENSMUSG00000031090,Nadsyn1,0.4,0.0314,0.643,0.191789027
ENSMUSG00000031878,Nae1,0,0,0.594,0.226213555
ENSMUSG00000014907,Naf1,0,0,0.72,0.142667504
ENSMUSG00000022453,Naga,-4.9,1.15,0.227,0.643974143
ENSMUSG00000034744,Nagk,2.1,1.28,0.206,0.68613278
ENSMUSG00000001751,Naglu,0,0,0.766,0.11577123
ENSMUSG00000023143,Nagpa,0,0,0.766,0.11577123
ENSMUSG00000048217,Nags,-0.5,0.0653,0.585,0.232844134
ENSMUSG00000078945,Naip2,5.7,19.1,0.0111,1.954677021
ENSMUSG00000072437,Nanos1,2.5,2.26,0.133,0.876148359
ENSMUSG00000051965,Nanos2,2.7,1.55,0.235,0.628932138
ENSMUSG00000053916,Nanp,0,0,0.594,0.226213555
ENSMUSG00000058799,Nap1l1,0,0,0.594,0.226213555
ENSMUSG00000082229,Nap1l2,0.7,0.204,0.308,0.511449283
ENSMUSG00000055733,Nap1l3,0,0,0.594,0.226213555
ENSMUSG00000059119,Nap1l4,-0.9,1.52,0.243,0.614393726
ENSMUSG00000055430,Nap1l5,-0.5,0.491,0.209,0.679853714
ENSMUSG00000027438,Napb,0,0,0.766,0.11577123
ENSMUSG00000000056,Narf,0,0,0.72,0.142667504
ENSMUSG00000002280,Narfl,-10.4,13,0.00371,2.43062609
ENSMUSG00000024587,Nars,-0.3,0.023,0.662,0.179142011
ENSMUSG00000028693,Nasp,0,0,0.594,0.226213555
ENSMUSG00000025588,Nat1,0.8,0.168,0.335,0.474955193
ENSMUSG00000027185,Nat10,0,0,0.72,0.142667504
ENSMUSG00000035285,Nat14,-1.5,3.43,0.0835,1.078313525
ENSMUSG00000051147,Nat2,0,0,0.594,0.226213555
ENSMUSG00000079334,Nat6,0,0,0.594,0.226213555
ENSMUSG00000020181,Nav3,0.2,0.0149,0.538,0.269217724
ENSMUSG00000020576,Nbas,0.8,0.258,0.28,0.552841969
ENSMUSG00000027799,Nbea,0,0,0.72,0.142667504
ENSMUSG00000041120,Nbl1,0,0,0.594,0.226213555
ENSMUSG00000028224,Nbn,-0.8,0.364,0.242,0.616184634
ENSMUSG00000017119,Nbr1,0,0,0.594,0.226213555
ENSMUSG00000039542,Ncam1,5.6,9.12,0.0184,1.735182177
ENSMUSG00000002341,Ncan,1.1,0.627,0.314,0.503070352
ENSMUSG00000038252,Ncapd2,0,0,0.594,0.226213555
ENSMUSG00000034906,Ncaph,0,0,0.594,0.226213555
ENSMUSG00000008690,Ncaph2,0,0,0.594,0.226213555
ENSMUSG00000028833,Ncdn,0.3,0.198,0.533,0.273272791
ENSMUSG00000015950,Ncf1,0,0,0.594,0.226213555
ENSMUSG00000032475,Nck1,1.5,0.935,0.144,0.841637508
ENSMUSG00000022488,Nckap1l,-3.5,2.96,0.0999,1.000434512
ENSMUSG00000032598,Nckipsd,0.5,0.186,0.32,0.494850022
ENSMUSG00000026234,Ncl,0,0,0.594,0.226213555
ENSMUSG00000020647,Ncoa1,0,0,0.594,0.226213555
ENSMUSG00000027678,Ncoa3,1,0.439,0.221,0.655607726
ENSMUSG00000056234,Ncoa4,0,0,0.594,0.226213555
ENSMUSG00000039804,Ncoa5,1.5,0.355,0.384,0.415668776
ENSMUSG00000024056,Ndc80,0,0,0.594,0.226213555
ENSMUSG00000022678,Nde1,0,0,0.594,0.226213555
ENSMUSG00000018736,Ndel1,0.1,0.00528,0.572,0.242603971
ENSMUSG00000033585,Ndn,-7,22.6,0.00789,2.102922997
ENSMUSG00000054008,Ndst1,0,0,0.766,0.11577123
ENSMUSG00000026260,Ndufa10,0,0,0.766,0.11577123
ENSMUSG00000002379,Ndufa11,-7.1,0.595,0.321,0.493494968
ENSMUSG00000036199,Ndufa13,0,0,0.594,0.226213555
ENSMUSG00000014294,Ndufa2,-0.5,0.131,0.508,0.294136288
ENSMUSG00000035674,Ndufa3,0,0,0.594,0.226213555
ENSMUSG00000029632,Ndufa4,1.9,0.504,0.206,0.68613278
ENSMUSG00000040280,Ndufa4l2,3.2,1.2,0.219,0.659555885
ENSMUSG00000022450,Ndufa6,1.7,0.622,0.315,0.501689446
ENSMUSG00000041881,Ndufa7,-3,1.12,0.233,0.632644079
ENSMUSG00000026895,Ndufa8,0,0,0.766,0.11577123
ENSMUSG00000002416,Ndufb2,-2.4,5.59,0.0276,1.559090918
ENSMUSG00000026032,Ndufb3,-8,0.061,0.591,0.228412519
ENSMUSG00000071014,Ndufb6,-0.9,0.434,0.359,0.444905551
ENSMUSG00000033938,Ndufb7,-7.9,1.13,0.231,0.63638802
ENSMUSG00000025204,Ndufb8,0,0,0.594,0.226213555
ENSMUSG00000022354,Ndufb9,-9.3,1.99,0.111,0.954677021
ENSMUSG00000037152,Ndufc1,0,0,0.766,0.11577123
ENSMUSG00000030647,Ndufc2,-7.9,0.91,0.269,0.57024772
ENSMUSG00000005510,Ndufs3,-8.1,0.376,0.378,0.4225082
ENSMUSG00000021764,Ndufs4,-2.4,1.83,0.133,0.876148359
ENSMUSG00000020153,Ndufs7,0,0,0.594,0.226213555
ENSMUSG00000059734,Ndufs8,0,0,0.766,0.11577123
ENSMUSG00000024038,Ndufv3,0,0,0.766,0.11577123
ENSMUSG00000021365,Nedd9,-0.3,0.103,0.409,0.388276692
ENSMUSG00000032298,Neil1,1,0.912,0.147,0.832682665
ENSMUSG00000035121,Neil2,0,0,0.594,0.226213555
ENSMUSG00000039396,Neil3,0,0,0.594,0.226213555
ENSMUSG00000031644,Nek1,0.8,0.222,0.446,0.350665141
ENSMUSG00000035032,Nek11,-0.2,0.0215,0.665,0.177178355
ENSMUSG00000026622,Nek2,-8.2,0.106,0.534,0.272458743
ENSMUSG00000031478,Nek3,-7.5,22.2,0.00965,2.015472687
ENSMUSG00000021918,Nek4,0,0,0.594,0.226213555
ENSMUSG00000037738,Nek5,0,0,0.766,0.11577123
ENSMUSG00000026749,Nek6,-0.4,0.133,0.507,0.294992041
ENSMUSG00000026393,Nek7,1.6,0.817,0.282,0.549750892
ENSMUSG00000017405,Nek8,-1.3,0.905,0.269,0.57024772
ENSMUSG00000034290,Nek9,0.3,0.0524,0.605,0.218244625
ENSMUSG00000022454,Nell2,-2.2,4.23,0.038,1.420216403
ENSMUSG00000020982,Nemf,0,0,0.72,0.142667504
ENSMUSG00000032340,Neo1,-1.3,1.4,0.274,0.562249437
ENSMUSG00000007038,Neu1,-7.6,0.277,0.417,0.379863945
ENSMUSG00000079434,Neu2,0,0,0.594,0.226213555
ENSMUSG00000035239,Neu3,-0.1,0.037,0.49,0.30980392
ENSMUSG00000047284,Neurl4,4.5,3.47,0.0502,1.299296283
ENSMUSG00000046449,Nexmif,0,0,0.594,0.226213555
ENSMUSG00000020716,Nf1,4.1,12.7,0.0136,1.866461092
ENSMUSG00000009073,Nf2,1.2,0.348,0.247,0.607303047
ENSMUSG00000003847,Nfat5,0,0,0.72,0.142667504
ENSMUSG00000033016,Nfatc1,0,0,0.594,0.226213555
ENSMUSG00000027544,Nfatc2,-4.8,2.61,0.113,0.946921557
ENSMUSG00000023411,Nfatc4,1,0.527,0.45,0.346787486
ENSMUSG00000058794,Nfe2,4.9,4.63,0.0415,1.381951903
ENSMUSG00000038615,Nfe2l1,-0.2,0.0104,0.708,0.149966742
ENSMUSG00000029832,Nfe2l3,-6.9,7.7,0.0161,1.793174124
ENSMUSG00000028565,Nfia,-5.2,4.07,0.0584,1.233587153
ENSMUSG00000008575,Nfib,-5.7,4.69,0.0402,1.395773947
ENSMUSG00000055053,Nfic,-2.5,0.423,0.472,0.326058001
ENSMUSG00000056749,Nfil3,0.4,0.0671,0.609,0.215382707
ENSMUSG00000001911,Nfix,0,0,0.72,0.142667504
ENSMUSG00000028163,Nfkb1,1,0.268,0.276,0.559090918
ENSMUSG00000021025,Nfkbia,0,0,0.594,0.226213555
ENSMUSG00000030595,Nfkbib,0,0,0.594,0.226213555
ENSMUSG00000023947,Nfkbie,-3.5,2.66,0.111,0.954677021
ENSMUSG00000042419,Nfkbil1,-1.2,1.94,0.164,0.785156152
ENSMUSG00000035356,Nfkbiz,0,0,0.72,0.142667504
ENSMUSG00000042185,Nfrkb,1.7,7.35,0.0174,1.759450752
ENSMUSG00000023994,Nfya,0,0,0.72,0.142667504
ENSMUSG00000020248,Nfyb,1.5,1.71,0.2,0.698970004
ENSMUSG00000021032,Ngb,-0.4,0.125,0.516,0.287350298
ENSMUSG00000026259,Ngef,1,0.44,0.221,0.655607726
ENSMUSG00000027859,Ngf,1.8,1.29,0.205,0.688246139
ENSMUSG00000051251,Nhlh1,0.7,0.969,0.364,0.438898616
ENSMUSG00000048540,Nhlh2,0.3,0.0813,0.596,0.22475374
ENSMUSG00000005397,Nid1,-5,1.09,0.238,0.623423043
ENSMUSG00000021068,Nin,-0.2,0.016,0.535,0.271646218
ENSMUSG00000068115,Ninl,-0.1,0.00167,0.585,0.232844134
ENSMUSG00000031917,Nip7,0,0,0.72,0.142667504
ENSMUSG00000022141,Nipbl,-0.4,0.053,0.467,0.330683119
ENSMUSG00000044149,Nkrf,0.5,0.168,0.545,0.263603498
ENSMUSG00000001496,Nkx2-1,0,0,0.594,0.226213555
ENSMUSG00000044220,Nkx2-3,0,0,0.72,0.142667504
ENSMUSG00000054160,Nkx2-4,4,5.71,0.0265,1.576754126
ENSMUSG00000015579,Nkx2-5,0,0,0.72,0.142667504
ENSMUSG00000044186,Nkx2-6,-1,1.43,0.267,0.573488739
ENSMUSG00000058669,Nkx2-9,-5.2,1.19,0.319,0.496209317
ENSMUSG00000022061,Nkx3-1,-1.4,2.44,0.121,0.91721463
ENSMUSG00000049691,Nkx3-2,0,0,0.594,0.226213555
ENSMUSG00000041309,Nkx6-2,0,0,0.72,0.142667504
ENSMUSG00000020692,Nle1,0,0,0.72,0.142667504
ENSMUSG00000017376,Nlk,-7.5,1.87,0.127,0.896196279
ENSMUSG00000049871,Nlrc3,0,0,0.72,0.142667504
ENSMUSG00000039193,Nlrc4,-0.2,0.0946,0.417,0.379863945
ENSMUSG00000074151,Nlrc5,0,0,0.72,0.142667504
ENSMUSG00000049709,Nlrp10,0.2,0.0285,0.51,0.292429824
ENSMUSG00000078817,Nlrp12,-0.3,0.202,0.31,0.508638306
ENSMUSG00000070390,Nlrp1b,3.7,4.24,0.0378,1.4225082
ENSMUSG00000035177,Nlrp2,-0.2,0.0502,0.471,0.326979093
ENSMUSG00000032691,Nlrp3,-0.2,0.0475,0.475,0.32330639
ENSMUSG00000034690,Nlrp4c,0,0,0.594,0.226213555
ENSMUSG00000045693,Nlrp4e,0,0,0.594,0.226213555
ENSMUSG00000015721,Nlrp5,-0.2,0.0561,0.463,0.334419009
ENSMUSG00000019865,Nmbr,0.8,0.265,0.277,0.557520231
ENSMUSG00000037601,Nme1,0,0,0.766,0.11577123
ENSMUSG00000020857,Nme2,0,0,0.766,0.11577123
ENSMUSG00000073435,Nme3,-5.9,0.216,0.451,0.345823458
ENSMUSG00000024177,Nme4,-0.3,0.0586,0.595,0.225483034
ENSMUSG00000035984,Nme5,0,0,0.766,0.11577123
ENSMUSG00000032478,Nme6,-0.2,0.0179,0.687,0.163043263
ENSMUSG00000026575,Nme7,0.1,0.0033,0.74,0.13076828
ENSMUSG00000026946,Nmi,0,0,0.72,0.142667504
ENSMUSG00000028992,Nmnat1,-0.7,0.309,0.403,0.394694954
ENSMUSG00000042751,Nmnat2,0,0,0.594,0.226213555
ENSMUSG00000063445,Nmral1,2.9,2.06,0.1,1
ENSMUSG00000037847,Nmrk1,-0.4,0.282,0.27,0.568636236
ENSMUSG00000004939,Nmrk2,0.1,0.00446,0.575,0.240332155
ENSMUSG00000020936,Nmt1,0,0,0.766,0.11577123
ENSMUSG00000026643,Nmt2,0,0,0.766,0.11577123
ENSMUSG00000032271,Nnmt,-0.4,0.0677,0.58,0.236572006
ENSMUSG00000029736,Nobox,-1.5,1.96,0.162,0.790484985
ENSMUSG00000095567,Noc2l,0.4,0.127,0.565,0.247951552
ENSMUSG00000023087,Noct,-4.2,2.89,0.103,0.987162775
ENSMUSG00000038058,Nod1,0,0,0.594,0.226213555
ENSMUSG00000055994,Nod2,1.3,0.839,0.155,0.809668302
ENSMUSG00000037171,Nodal,1,1.25,0.113,0.946921557
ENSMUSG00000061458,Nol10,-1.5,0.245,0.516,0.287350298
ENSMUSG00000033099,Nol12,-0.4,0.106,0.579,0.237321436
ENSMUSG00000014776,Nol3,0,0,0.594,0.226213555
ENSMUSG00000028430,Nol6,0,0,0.72,0.142667504
ENSMUSG00000028948,Nol9,0.1,0.00763,0.564,0.248720896
ENSMUSG00000001569,Nom1,0.2,0.0208,0.67,0.173925197
ENSMUSG00000031311,Nono,-0.3,0.089,0.422,0.374687549
ENSMUSG00000027133,Nop10,0,0,0.72,0.142667504
ENSMUSG00000025869,Nop16,-0.2,0.011,0.707,0.150580586
ENSMUSG00000038279,Nop2,0,0,0.72,0.142667504
ENSMUSG00000041560,Nop53,-0.2,0.0736,0.604,0.218963061
ENSMUSG00000027405,Nop56,0,0,0.72,0.142667504
ENSMUSG00000019297,Nop9,0,0,0.72,0.142667504
ENSMUSG00000029361,Nos1,0,0,0.594,0.226213555
ENSMUSG00000020826,Nos2,0,0,0.594,0.226213555
ENSMUSG00000028978,Nos3,0.7,0.189,0.318,0.49757288
ENSMUSG00000026923,Notch1,-0.4,0.133,0.37,0.431798276
ENSMUSG00000027878,Notch2,0,0,0.594,0.226213555
ENSMUSG00000038146,Notch3,0.8,0.29,0.267,0.573488739
ENSMUSG00000015468,Notch4,1,0.335,0.252,0.598599459
ENSMUSG00000068302,Noto,0,0,0.72,0.142667504
ENSMUSG00000037362,Nov,0,0,0.594,0.226213555
ENSMUSG00000021047,Nova1,-0.5,0.348,0.488,0.311580178
ENSMUSG00000030411,Nova2,0,0,0.72,0.142667504
ENSMUSG00000019320,Noxo1,1.2,0.523,0.337,0.472370099
ENSMUSG00000072919,Noxred1,0,0,0.594,0.226213555
ENSMUSG00000001988,Npas1,-2.7,4.09,0.0578,1.238072162
ENSMUSG00000026077,Npas2,-2.8,1.67,0.208,0.681936665
ENSMUSG00000021010,Npas3,0,0,0.72,0.142667504
ENSMUSG00000033054,Npat,0,0,0.594,0.226213555
ENSMUSG00000020447,Npc1l1,0.3,0.0466,0.613,0.212539525
ENSMUSG00000057113,Npm1,0.2,0.014,0.54,0.26760624
ENSMUSG00000047911,Npm2,0,0,0.72,0.142667504
ENSMUSG00000056209,Npm3,0,0,0.72,0.142667504
ENSMUSG00000040998,Npnt,-0.2,0.049,0.472,0.326058001
ENSMUSG00000027931,Npr1,0,0,0.766,0.11577123
ENSMUSG00000028469,Npr2,-7.6,0.392,0.373,0.428291168
ENSMUSG00000022206,Npr3,0.6,0.137,0.504,0.297569464
ENSMUSG00000010057,Nprl2,0,0,0.594,0.226213555
ENSMUSG00000043659,Npsr1,0,0,0.766,0.11577123
ENSMUSG00000059991,Nptx2,0.7,0.119,0.386,0.413412695
ENSMUSG00000029819,Npy,-0.3,0.128,0.375,0.425968732
ENSMUSG00000028004,Npy2r,-0.9,0.548,0.331,0.480172006
ENSMUSG00000003849,Nqo1,0,0,0.766,0.11577123
ENSMUSG00000046949,Nqo2,-0.3,0.0389,0.628,0.202040356
ENSMUSG00000025056,Nr0b1,0,0,0.594,0.226213555
ENSMUSG00000037583,Nr0b2,0,0,0.594,0.226213555
ENSMUSG00000021775,Nr1d2,0,0,0.72,0.142667504
ENSMUSG00000060601,Nr1h2,-0.3,0.178,0.327,0.485452247
ENSMUSG00000002108,Nr1h3,0,0,0.594,0.226213555
ENSMUSG00000022809,Nr1i2,0.7,0.256,0.43,0.366531544
ENSMUSG00000005677,Nr1i3,0.8,0.215,0.451,0.345823458
ENSMUSG00000005897,Nr2c1,3.3,2.38,0.0663,1.178486472
ENSMUSG00000005893,Nr2c2,-1.1,2.17,0.0711,1.148130399
ENSMUSG00000071078,Nr2c2ap,0,0,0.594,0.226213555
ENSMUSG00000019803,Nr2e1,1.5,0.145,0.36,0.443697499
ENSMUSG00000032292,Nr2e3,0.9,0.225,0.296,0.528708289
ENSMUSG00000069171,Nr2f1,-0.3,0.11,0.398,0.400116928
ENSMUSG00000030551,Nr2f2,2,0.986,0.139,0.8569852
ENSMUSG00000002393,Nr2f6,0,0,0.594,0.226213555
ENSMUSG00000024431,Nr3c1,0,0,0.594,0.226213555
ENSMUSG00000031618,Nr3c2,1.1,0.637,0.312,0.505845406
ENSMUSG00000023034,Nr4a1,-3.2,0.728,0.41,0.387216143
ENSMUSG00000026826,Nr4a2,-0.1,0.0166,0.534,0.272458743
ENSMUSG00000028341,Nr4a3,0.9,0.637,0.182,0.739928612
ENSMUSG00000026751,Nr5a1,0,0,0.72,0.142667504
ENSMUSG00000026398,Nr5a2,1.6,1.48,0.254,0.595166283
ENSMUSG00000063972,Nr6a1,-0.3,0.148,0.554,0.256490235
ENSMUSG00000078202,Nrarp,-0.2,0.0686,0.608,0.216096421
ENSMUSG00000027852,Nras,0.4,0.0642,0.453,0.343901798
ENSMUSG00000075000,Nrbf2,-4.3,1.25,0.306,0.514278574
ENSMUSG00000029148,Nrbp1,0,0,0.766,0.11577123
ENSMUSG00000042834,Nrep,-1,0.446,0.356,0.448550002
ENSMUSG00000060275,Nrg2,-0.1,0.00583,0.571,0.243363892
ENSMUSG00000048490,Nrip1,-0.2,0.0179,0.687,0.163043263
ENSMUSG00000052854,Nrk,-5.1,1.11,0.235,0.628932138
